id	HS	TR	AG
24003	1	1	1
23074	1	0	1
24647	0	0	0
22171	0	0	0
20045	1	1	1
21968	0	0	0
22445	0	0	0
23175	0	0	0
22842	1	1	1
21656	0	0	0
23125	1	1	1
23492	0	0	0
24543	0	0	0
23391	0	0	0
24231	1	1	1
20742	1	0	1
24673	0	0	0
22936	1	1	1
24703	0	0	0
24275	1	0	0
22702	1	1	1
23945	0	0	0
23555	0	0	0
23360	0	0	0
24570	0	0	0
23602	0	0	0
20246	0	0	0
22314	0	0	0
21245	1	1	1
21836	1	1	1
24424	0	0	0
20581	0	0	0
20772	1	0	0
21950	1	0	1
20506	0	0	0
23395	1	1	1
24524	1	0	0
23137	0	0	0
20318	0	0	0
23235	0	0	0
23498	0	0	0
22125	0	0	0
24739	0	0	0
23572	0	0	0
22011	0	0	0
22981	1	0	0
23053	0	0	0
23619	1	0	1
24225	0	0	0
20057	0	0	0
22341	1	1	1
22864	0	0	0
21461	0	0	0
21276	1	1	1
23573	1	1	1
21982	0	0	0
20134	0	0	0
24881	0	0	0
23551	0	0	0
22982	1	1	1
20321	0	0	0
