id	cleaned_text	HS	TR	AG
20187	ser ser ser ser y estos son los hijo de puta que tan a luchar contra la violencia que ejercer contra las mujerero es que no me troncho porque no tizne ni puta gracia  cara cabreada  cara cabreada  cara cabreada 	0	0	0
21985	ser que perra tan inteligente merecer una galleta a	0	0	0
21447	echenle un ojo a este especial que arma para ser rubiera sino bueno respetar el loor agüero de o esta bien el loor tritón motociclista	0	0	0
21531	ser tú tres perra	1	1	1
21357	m.rajoy en los papeleo de barcena no es mariano bajo pablo casado prueba el aster sin ir a clase sin hacer exámenes y convalidad 18 de 22 asignatura 2 caso que misiones de ciudadano menos claro pero los jueves no	0	0	0
21843	5. el típico gilipollas que te grita puta y de todo por llevar un escote o ir enseñado un poco las nalga hoy a vestir como yo quieta subnormal de mierda	0	0	0
21471	ser callante maldita perra o seguro tres un pobre marido detrás de un ser femenino chaveta colaborador	1	1	1
20589	si tu tres san puto no quier decir que ella se una puta	0	0	0
23358	yo esto esta para mandar a captura bizarra valentina no callante yo te mato esto no vale de vos mi perra y mi familia jajajajajajaja la amo la amo	0	0	0
20261	ser ser te merecer quedante sin nadante creer que si a la mujer que yo quieto le llamar puta yo no me ira a levantar....y además que mas de su trabajo amos a ver,eres un cobarde y una mierda de toque decepcion...mas vale quedante	0	0	0
21609	ser ya salir este hijo de puta mala bola callante mejor y anda a decir eso en la vega a ver cagón malagueño rodilla en tierra y sigua mamado puto	0	0	0
20560	ser por la violación de la democracia en centro y sur américa de donde la escoria de izquierda quier imponer su fracaso	0	0	0
24616	flor digna te merecer todo la puta madre	0	0	0
20708	entre les arabes cara llorando de risa  cara revolviéndose de la risa  cara llorando de risa  cara revolviéndose de la risa 	0	0	0
21791	tenso a un chato demasiado lindo al lado en londresa y de frente al lugar dado árabe que necesitar tus justo 10 hora yo can mate ita	0	0	0
22313	ser si te molesta que te mirón raro es culpa de tus complejo y la única opción es adelgazar y si no te molesta seguir con tu vida	0	0	0
20886	ser callante puta mis lejos vuelveeeen  cara sonriendo con ojos de corazón  cara sonriendo con ojos de corazón  cara sonriendo con ojos de corazón  cara sonriendo con ojos de corazón 	1	1	1
22361	que se tener que poner las mujer en los hombro para estar atractiva las rodilla	1	0	0
22691	esta es la serie con la que jesús hdez-güero obtuso la a beca jacobeo tosco &gt;&gt;&gt;	0	0	0
21198	que espera puto sudanés ser contrato al calvo de almeja tren paro	1	0	1
20078	ser ser tu tres gilipollas roncero donde esto vuestra puta factoría	0	0	0
23306	estos árabes le anda metido duro a la publicidad de sus cancionero en youtube.	0	0	0
23476	el no derecha nada de esto la puta madre todo merecer ser felice a	0	0	0
20987	que deceso cerda no quedo sirte con mi polla en tu garganta a a a a a	1	1	1
22678	quieto vivir en suecia lástima que no son un árabe de mierda de	1	0	1
22653	pablo casado tomado las huella dactilres de los negratas, por si se escapar la cámara esto entre los dedo índice y corazón...	1	0	1
21773	rezo para que tenia un fin de semana increíble y lleno de bendiciones  manos en oración tono de piel claro  manos en oración tono de piel claro  manos en oración tono de piel claro  . . . . . . . .	0	0	0
24303	panel proges,hipocritas, contradictorio entre ellos mismos,aplaudiendo,un feminismo marxista aplaudiendo una inmigración que padre nuestro país.que poner como noticia país a un delincuente detenido en indonesia y acusaciones a un periodista	1	0	1
20083	ser ser callante perra de mierda culona	1	1	1
23120	a los inmigrante indocumentado sólo se les permiso diálisis de emergencia una vez a la semana la hemodiálisis solamente de la emergencia cuesta 3,7 veras más que diálisis entandar	0	0	0
24900	ser callante puta rata despinzada	0	0	0
23205	miria se derecha una canción decente para bordado y es que la perra lo ha bordado y se ha quemado tan tranquil	1	1	0
21232	ser tu tres una zorra ladrona no me deste mi cuenta del director buen pasado de aire  agujero  gafas  símbolo de enfado  gafas  símbolo de sueño  salir corriendo  agujero  bomba  exclamación de corazón  corazón amarillo  exclamación de corazón  bomba  gotas de sudor  salir corriendo  corazón morado  exclamación de corazón  corazón amarillo  exclamación de corazón  bomba  adorno de corazón  bocadillo de enfado por la derecha  bocadillo de pensamiento  bocadillo de diálogo por la izquierda  agujero  gafas 	1	1	1
22148	atención por que ⁦@sanchezcastejon⁩ no solo quier acoger a los moromierdas que entrar ilegalmente ahora se quier traer a toda la familia la capital paguita, sanidad eco lo amos a pagar de yo todo los que leal esto y los que no	1	0	1
23155	ser tonta de la polla dije anda callante 1 matico	0	0	0
22591	ser ser si mi novia es sevillista es una puta mas eso ha cansado	1	1	1
21870	jamás majestad hacienda como que a a enseñar la polla pero al final no	0	0	0
22295	no se necesitar ser rico se los juro por supuesto como en todo ha un poco de suerte y sí se requiebro de plantación pero figana si tan a hacer una maestría es porque ya aprendieron a planear un consejo dejar de pensar en el gabacho y las metrópolis nada más	0	0	0
20017	ser ser callante gallina puta y contada como fueras bolso culo fácil jajajaaj hijo	1	1	1
23497	"crea que ""catalufo"" es una buena palabra para referir a los separatista no a los catalanes. evitar algo tan largo como separatista catalanes""."	0	0	0
24776	yo no son rapista , pero es una excusa para que la izquierda introducta en españa una cultura radical y violenta mientras eliminar la religión	1	0	1
22830	ser ser tu tres el pendejo que ofrecer a sacar a las víbora del pro de los pinosa entoloachado hijo de puta	0	0	0
23527	aquí no tener nada que opinar usted manejar como quien su inmigración es su derecho nosotros aquí también mate el respeto de su presidente y ayuda en haití robar copey y la visita al país de los congresista estadounidense vía ser	0	0	0
21375	la feminidad busca igualdad el feminismo sólo el poder	0	0	0
22460	ser pero que tontería a mí me enseñar la del soez todo era una puta mierda chaval hasta que llega felice gonzález y lo arreglar	0	0	0
20185	ser tu tres zorra amiga jajajajajajajaja	0	0	0
21057	matar gente con síndrome de don y no pueden ejecutar a las mecenas de árabes	1	0	1
20022	vamoooo la puta madre se lo derecha tanto esfuerzo y haber pasado tanto teléfono necesitábamos este descanso	0	0	0
21770	los refugiado no dañar la economía del país receptor en término macroeconómicos segün este estudio	0	0	0
23853	tras las acusaciones de violación y acoso sexual es golpeado en	0	0	0
23127	hoy es lunes con a de la puta madre kirkman, cara no merecida morir	0	0	0
21767	mi amigo que vía las muñeca de la magia la terminar y me hijo que ahora entiendo, tú tres lucrecia, la perra mayor que experiencia tener todo los que quisieron ser como tú fracasaron' se los juro que me hijo la noche	0	0	0
20712	- puta gente nacida después de 1989, que imbécil es + tú tres del 94, simplón - eso dama más motivo para odiarlos.	0	0	0
20540	te odio lidiar no te merecer a francisco	0	0	0
23072	ser ser ser la imbecilidad de los imbeciles. que pretender esta escoria de irracionales. desde el rey históricamente lo sabedor como mermador por endogamia de híbrido de anunankis. pero el gobierno de mediocre y fanático que	0	0	0
24562	el enojo de una mujer es como la luz de checo engine'... no tener ni puta idea que esto pasado y es mejor esperar a que se ataque solo...	1	0	0
23080	nos hicimos una pregunta el de 2017 en otro mucho se la hicieron. con el mogollón de negro subsaharianos mantero que ha siempre en la rambla como es que ninguno que arrasado por la furgoneta de lunes abouyaaqoub ninguno entre los 15 muerto en rambla	1	0	0
24791	ser ser jajajajjajaja callante la puta madre	0	0	0
22823	a la en el taller de zapatero remendón le cobrar de más le pidieron anticipo a la no le pasa eso racimo a la inversa problema de veras	0	0	0
23536	ser y seguro después denuncia por acoso y violación a los pobre hombre que tratable de separarlas	0	0	0
22709	ser ser ser el acoso injustificable son una persona a la sien en un auto enseñado un cobil con una imagen de un lazo y ademas..amarillo	0	0	0
20003	yo vez a mujer destruidor por acoso laboral y callejero otra con depresión debido a violación sexual o maltrato físico y conocer a variar que se suicidarse por este tipo de comportamiento machistas. las a seguir con tu son pobre	0	0	0
24295	para que si tu tres una perra tener 182837332 qlitos.l. a mis yo	1	1	0
23291	tu no tres miguera tu tres puta	1	1	1
23964	ya callante puta perra me tener cansado con tus pendejadas	1	1	1
21650	ser que te calle gran hijo de puta	0	0	0
24470	acoso violación a la integridad de una persona esto miedo utilizar una persona para satisfacer el morbo de ciento , cochinada de canal doble moral	0	0	0
23814	ser tu novia es una zorra me la folla las veras que yo quite	1	1	1
22303	ser te poner bien cachonda hija de tu puta madre ahkkkk te amo maaaaaaaaaas ya lo sabia ahí y tu tres mi puta favoritaaaaa <33333333	1	1	1
20178	ser jajajajajaja callante mica zorra	1	1	1
21046	para colmo le soplón pura estupideses... 'shhiii cállate... hasta el tonto... noto con no dios eso... puta a la cagaste...'	0	0	0
23795	ser callante perra de twitter	1	1	1
20700	querer conocer tu futuro si no te gustar pues cambiarlo. destino sumaca	0	0	0
23011	a desde 1960 el porcentaje de población total despiadada apenas se ha movido del de y la proporción de refugiado continua entre el 7 y el 10% por jesé luis villacañas berlanga para ser	0	0	0
22896	ser ser pase buscador la noche un ti como este... guarra que bien lunes siempre	1	1	0
22939	ser ser callante la puta boca	0	0	0
20373	esta súper chico pero no se que hueva quizá es lo mismo con el repertorio de árabe que se rebite siempre y se reciclan baile en cada presentación  cara pensativa  cara pensativa  cara pensativa 	0	0	0
24430	a los a sudanés nos despreciar y somo sus nieto arrogante y con síndrome de nuevo rico metánse europa en el tus	1	0	1
22945	hasta la polla que pongáis en las noticia presunta violación os tirada una piedra	0	0	0
21376	ser ser se pues llamar acoso cuando alguna mujer usar minifaldas, escote descaderados, transparencia eco para provocarnos	1	0	0
22296	me can en las escalera del metro agüera pendejo sin	0	0	0
22754	ser ser tú tres la culpable perra > v	1	1	1
21132	pues no amos un país laico me he perdido algo y ahora el islam no es una religión que ser lo próximo quitar las ayuda a la iglesia para dársena a las mezquita parque la a en su declaración para ayudar a la mezquita... a	0	0	0
24641	ser pinche gordo mediocre veto a la mierda junto a tu perra hija gorda eso y más te merecer tu con tus decisiones insultar más a la verdadera afición	1	1	1
21703	ser callante abril te hoy a pegar tas re perra	1	1	1
21753	poste de un víreo ser vocal en árabe al son y el tanino	0	0	0
21319	gracia a dios mis papa me enseñar hablar bastante bien y no mando por la calle gritandome puta con 'amigas' a	0	0	0
23438	en 2017 zona gutierrez jugo para dij la sumaca y no puto hacer para cai en la misma edición pequeña ni debó ser incluso en la lista si que vaya a paraguay ya mismo	0	0	0
21294	ser ser ser ser callante zorra cara de mono	1	1	1
20489	en hijo que te hoy a enseñar la ciudad aquí esto la puta gente	0	0	0
20778	ser en ami de te enseñar lo que es placer puta	1	1	1
23162	nacho pedazo de negro indocumentado	1	1	1
22858	azul ole tu como tu polla wathever. hijo mio que bien lo las hecho se a a mear en cepeda el lunes al igual que los demás expulsados hibierno contra cepeda	0	0	0
22731	ser callante hijo de puta mentiroso son peludo que seguir minuendo ladrón andante de la argentina	0	0	0
20474	malasia la caga...#dimisionya en el asalto valla de cesta se aire una crisis en el son de aquarius a activo efecto llamada y las magia hacer su agosto trato favor acercar político preso catalana indignación de policía y civil dejar sin fondo a la uno casa al cruel uno	0	0	0
24552	ser ser callante puta	1	1	1
23298	los efecto del como migratorio de 2002 en españa no afecta al paro y rejuvenecer la población vía ser una de las consecuencia que el descenso de la edad media de la población lo cual contribuir al mantenimiento del sistema de pensionar	0	0	0
24105	pobre no casa un bulbo y el resto ni puta idea de inglesa mi deber como ciudadana es enseñable palabra como culpa y ocote	0	0	0
23958	palestino denuncia presión de ee.uu. contra refugiado	0	0	0
23518	.@nicolasmaduro ser ser ser ser ser ser me uno a la petición del camarada ser fuera de venezuela los colombiano indocumentado paramilitares, sicario y contrabandista	1	0	1
20994	te merecer todo lo mejor pero no en esta vida pinche puta	1	1	1
23952	ser tu calla que tu como tizne hasta aparcacoches de lo guarra que tres	1	1	1
22601	harta me tener con el mi artista no se banco año de burla que importar la puta madre callante la boca que tú tweet no a hacer que también de opinión	0	0	0
23862	.@manteroslateros sobrevivir no es delito efectivamente no le es pero vender sin licencia sin cotizar sin papeleo vender falsificaciones, herir de gravedad a gente cuando salín corrigendo comportar con las normal de vuestros países ley de la selva sí que es delito	1	0	1
21419	la primer comida del regreso a casa taco árabes en puebla méxico	0	0	0
20159	ser que te calle ya pesao... aceptar de una puta vez y dejado ya en el pasado pie disculpa y ya congio	0	0	0
20028	¿mojigatas, moralidad neta por estar en contra del acoso sexual y la violación en el trabajo	0	0	0
23760	ser ser callante la puta boca de rubio que tener	0	0	0
20283	ser ser ser ser callante hijo de puta	0	0	0
21384	e invito con esto de libertad de expresión quedo decir lo que quieto claro nunca en la puta historia enseñar el concepto de libertad que claro a de la mano con la responsabilidad es decir a lo que expresar de manera libre tizne a ser de forma responsable	0	0	0
22464	ser ser callante perra jajajajajajajajajaja	1	1	1
20930	la coalición árabe ciega haber atacado al huida y segura que el ataque contra un mercado y un hospital que deja ayer más de 50 muerto que perpetrador por los rebelde hutía con proyectil de mortero	0	0	0
21856	ser y por que miria y no mierda ana se derecha la salvación por que hijo una actuación de puta madre	0	0	0
22173	y esta canción se la medio a mi perra (laika) . tú tres mi laico mi laico , laico , laico . mi laico , laico , laico perra perra perra la la ' ahí lo que es estar al pedo ' de	0	0	0
23031	ser puta que te pasante de pendejo para salir a decir una sola palabra tú tres tan o más responsable de esta calamidad con tu pensamiento arcaico e irracional	0	0	0
20768	hijo que mucha mierda hablar acabo y comedera antes que llegar mi mama	0	0	0
24664	ser 12 veras en media hora pero esta chica es la puta ama lo	0	0	0
20323	como ¿llorándole ¿intentando hacer un chantaje emocional eso tu hermano mayor así que callante la puta boca y obedecer -ups, se le escapar	0	0	0
24563	ha una amiga de mi vieja en mi casa onda vino a pasar el día y se queda a dormir y ve toda las tus novela que tan en la tela mira hoy tan el marginal y me caso en tus novela del orto árabes y toda esa mierda yo mando es mi casa	1	1	1
20286	quien les enseñar a los hijo fe puta a ser hijo de puta	0	0	0
24648	pero si no saber una puta mierda de criminología ni de psicopatía anda callante gilipollas	0	0	0
22077	mi mamá esto índole la callada de hocico más perra a mi papá wat a quien	0	0	0
20406	detener a tres de la por presunto a una no al	0	0	0
21730	definitivamente tu tres una perra  cara sonriendo con ojos de corazón  cara sonriendo con ojos de corazón  cara sonriendo con ojos de corazón  fuego  fuego  fuego  fuego  corona 	1	1	1
24728	que rico vivir en un país donde las cosa no son así y nos bien sudacas...	1	0	0
22461	ha a entender a este imbécil y todo los a lo rebite llevar cuatro año chupado polla madridista, es normal a ahora salga del armario paciencia volver como rata a esconderse.	0	0	0
21272	de ella me quedo el gusto por la música árabe a	0	0	0
23198	"cansa mucho escuchar en los informativo de que se ha "" rescatador a inmigrante cuando los barco de salvamento marítimo no rescatar recoger previa comunicación de las coordenada donde se ubicar la embarcación de inmigrantes,en la mayoría de los caso en agua marroquíes."	0	0	0
21162	ojalá recibamos mas inmigrante como tu y no puto negratas,no son racista,yo respeto mucho a los latino a gilipollas	1	0	1
21478	me enseñar todo los modal sabido y por haber pero tenso miopía la puta que te pario	0	0	0
24788	y que haya en este país español retratador que apoyar la inmigración	1	0	1
21576	mi novia sevillista y es una puta más.... tu tres tonto y en tu casa no lo saber ser	1	1	1
20683	artista francesa criticar el puritanismo de la campaña contra el acoso.'la violación es un crimen pero el filisteo insistente o torpe no es un delito ni la caballerosidad una agresión machista' vía ser	0	0	0
24346	[6/1 21 05] puta callante [6/1 21 05] camia callame... [6/1 21 09] puta como tas hoy turra este sus no arrugues cuando a coma la boca	0	0	0
20568	les árabes	0	0	0
21422	ser para nada esto hasta la polla de tontería y se les nota	0	0	0
24037	me fascinar este tipo de discurso por parte de inmigrante sobre la inmigración ay casi lo olvido cuando tener pasta tres un empate	0	0	0
20773	habla un cabo dividendo que cara derecha morir bloqueador por hijo de puta	0	0	0
20471	5 moro comprado regulador de bombona de zutano cinta cuchillo y un hacha y a nadie de la rienda le salto la alarma puto buenismos...	1	0	1
22626	ser el de perra me luche pero tu tres tan perra que ni te agarrar te quieto beber el proceso esto miedo increíble el siguiente paso es que yo te maquillaje, las a quedar perfecta	1	1	1
20941	que esta hacienda los dos ha enseñado la polla en la cara y me la dije si	0	0	0
21923	con un paro estructural de 15% no ha trabajo para ningún inmigrante más y sobra mucho de los presente los africano que tren en patera o trabajar ilegalmente o hundir los salario o vivez de nuestros impuesto son un lastre	1	0	1
20649	y el inmigrante recibo ayuda del rico estado ladrón que se olvidar de los nacionales, mientras nos viola y matar pintada con una verdad a media	1	0	1
22389	ser anda a la puta a te pario quien te pensar a sos para enseñar a la militancia te la las de cobradora encima caja . en breve terminar como sanguchito bosnio	0	0	0
20967	y es que esto hasta la polla de leer siempre en las noticia a alguien dividendo pero no todo los hombre somo así tío en vez de defender tu puto orgullo herido por generalizar en algo que tres capaz de normalizar luchar apoyo y haz que algo así no se algo normal	0	0	0
20247	msdossary campeón del mundo de fila 2018. tejano pinta no puto hacer nada ante el árabe resultado totalmente merecido	0	0	0
22023	ser callante vos que me mandante al frente zorra jajajajajajajja	1	1	1
22032	ser ser lo peor que ni de ni puta gracia lo tu tres él único subnormal que le mira cara de eso pinche meco que le alea	0	0	0
24901	usted habla desde el budismo demagogo de los delincuente a agredieron a los guardia civil al saltar la valla de cesta ilegalmente no se olvidar ilegalmente y agresiones premeditación la g.civiles son la a merecer muchísimo mas la humanidad en ellos y familia q@ximopuig	1	0	1
21969	ser ser ser pues comedera	0	0	0
24101	cepeda que te calle hostia puta que es que no quedo mas contigo	0	0	0
21527	sinceramente te merecer pasar roncha y comer mierda con chavea nubiense pasado igual el que otra puta de fiel y una gran maldición para este pasa que un ladrona resentido y un fracasado a que seis	0	0	0
24957	miespana1 puta zorra guarra falsa hijueputa. feo nadie pitón furia imbécil zopenco gilipollas. subnormal.	1	1	1
23187	te gusto cuando te lo mente y por eso me pie que cuando se lo meta le entre completo tu tres bien puta y te suya con retro y eso que te gustar los reto a tu novio que se queda quieto a dable 50 tenso un peine completo y a parte en el todo tenso un bicho prieto	1	1	1
24618	"para los defensor de la inmigración en chile ojo con lo que esto pasado en españa...el turista agredido por los mantecoso el golpe que me dinero que para matarme"" vía ser"	1	0	1
20792	esto es provocación hijo de puta	0	0	0
20126	ser ser ay callante perra	1	1	1
21310	me pasa con mis amigo árabes de	0	0	0
23612	ser alguna no tizne ni puta idea de fútbol desengáñate. decir ciento de nombre y tontería al tuntún y que cuatro inocente se las crear es ser un charlatán no saber de fútbol	0	0	0
22017	permuta 256 misiones de dolar por 21.000 boliviano indocumentado que pulular por las calle argentina hacienda piquete mantecoso barco y planeros.	1	0	1
22413	abogada ella martinete siempre manteniéndote informador	0	0	0
21768	en las última oh variar pelea callejera en cesta por parte de los último en saltar violentamente la valla y el gobierno pie respeto	1	0	0
20758	la puta madre lo a habla llorador xi encima lo re amada a rama se derecha el mundo	0	0	0
21688	igual me quedo sin trabajo pero la zorra de la encargada se pensada que me ira a quedar callada y hoy no he aguantar más caliente hija de puta que he salido llorador y todo del trabajo     	1	1	1
21217	que pensil de este artículo	0	0	0
22904	pues que mandón allí a todo esos que saltar la valla de cesta	1	0	0
23418	ser ser ser ser ser tu tres solo mi zorra > 'v corazón roto 	1	1	1
24423	a ver cielo saber tu como a la polla de mi marido porque si es así... también me lo comer muy a menudo	0	0	0
21385	ser callante perra  'v	1	1	1
23401	el estado del bienestar para quien para inmigrante mantero ,violadores y demás chusma que estas trayendo) pagar y es que tenedor que pagar los demás para cuando el bienestar de los españoleta seguridad en el trabajo de policía y guardia civil trabajo y ayuda a parados..	1	0	1
23482	ser ser operativo en multi plaza restaurante con extranjero sin papeles.hasta cuando saque esa basura	0	0	0
21323	ser puta que sal callante	1	1	1
20838	"voz nuestros refugiado son nuestros jóvenes que se ha tejido que marchar forzosamente fuera de españa a trabajar para voz ellos son los primeros."" de"	0	0	0
22024	ser jajajaja que perra mi amiga si a esas nos amos tú tres to tan en putería	0	0	0
22597	por una vez esto de acuerdo me preocupar el giro hacia la derecha que esto tomado la política israelí ciudadanía cívica y no étnica preservación de la cultura palestina e igualdad de derecho para árabes esto es lo que quimera ver en israel/palestina.	0	0	0
22816	ser sos una hija de puta mala.madre pobre ángel todo a una tableta perra mal parida no te merecer nada vos presa tener que ir no al sicólogo .	1	1	1
20482	me harta ya las pinche vieja estas que a tirar mierda a orina la puta madre callante malparida que perder tu puto tiempo	1	0	1
20791	"y si ""devolvemos"" cesta y mejilla y así dejar de saltar la valla"	0	0	0
24111	canalizo la situación política de venezuela y no encuentro entre tanto hijo de puta a nadie que cereza la presidencia de venezuela en 2018, ni gobierno ni oposición rata de la misma madriguera caimanes del mismo pozo tal vez dios nos salve o nos invadir los marines...	0	0	0
20549	impresionante y terrible imágines	0	0	0
21019	ser callante mentiroso hijo de re mil puta	0	0	0
20961	ser merecer lo peor hija de mil puta ojalá nunca más vuelta ah ver ah tú hija basura	0	0	0
21125	ser ser callante que es de mi pueblo puta zorra	1	1	1
24216	sufra de discriminación en la comida corrida mi como llega una pareja de agüero y mi como se fuero satisfecho mientras segura esperanto mi comida	0	0	0
22084	árabe la a a re romper este verano	0	0	0
24506	ese nefasto invento de los planeo hacer que toda esa escoria violenta tenia tiempo para inventar guerritas imbécil en lugar de invertir su tiempo en pensar como tan a obtener un ingreso legal y honestamente (trabajando).	0	0	0
24036	ser yo ya a la mínima me piso médica para todo cansada de tanto imbécil que como este dije que hacer mucho... mucho para su privilegio	0	0	0
24223	perra traidora no te lo merecer	1	1	1
21536	ser callante zorra que seguro tampoco saber	1	1	1
23017	le hoy a enseñar a la perra de mi amiga a jugar al uno	1	1	1
21350	cuando no tener a eta o a catalina o los inmigrante o todo a la vez la cuestión es hablar de algo con lo que apuestamente les gusto el dinero ajeno odiar hablar alguna vez de corrupción	0	0	0
22370	ser ser si era tan buena no estadía preso por abuso acoso violación a un menor que pamue para que prenda el y sus ceres querido	0	0	0
24202	me acusar de exceso de besos', dije juan darthes. no imbécil te acusar de acoso violencia de género se le dije y no es un 'exceso'.	0	0	0
21488	me uve que hacer un fe nuevo porque los árabes hijo de puta me hackearon el anterior quien quieta mandar la solicitud bienvenido a a ser a lo más feo es que tenia un montón de página donde me pasada las noche viento y comparendo bueno víreo a	1	0	1
21834	ser tu tres el ser humano mas malo que ha en la tierra guarra cerda sucia	1	1	1
24001	fu a recoger comida a nombre de mi papá y no estafa ni a nombre de   carlos picardo agüero sosa carlitos, carlillos, ni nada porqué sobriamente estafa al nombre de chucky. de	0	0	0
21928	querer ver mi polla dura y sucia a si tu desear enseñalar claro a	0	0	0
24832	el personaje de carbón es sencillamente enseñar el título que le ha regalado y no esta hacienda una puta mierda con el a el primero que pase y no es broma	0	0	0
22031	ser ser tu callante un mes perra	1	1	1
22225	llegar 900 venezolano por día al perú cuanto más tendón que venir para que ya se pongo coto y fin a esta invasión que ya no es una inmigración las autoridad peruana no les de ni la tos por este tema solo reaccionar cuando esto se desorden	1	0	0
22090	princesa tu puta madre tras a mi conejita, no te merecer mis mimo ni mis esos	0	0	0
24250	su tierra tizne un 60 % para , de árabes , argentino y demás emigrante , ........mas los español que estados a la par con ellos , que rondador el 20 % la raza blanca en extinción y los payaso de cotillón ya mismo veras a vuestros hijo hacienda el rama tan catalán	1	0	0
20212	mira ser en un futuro busca trabajo en los que te quien porque no merecer esta puta mierda de trato	0	0	0
24663	nudo en la garganta que sólo tu polla pues deshacer	0	0	0
22207	ser ser ser es que aunque no lo crear responder eso buena a no llevar razón callante la puta boca porque no quieto escuchar una verdad aunque no se lo que fueras expresar	0	0	0
23999	el fideo de fabo enseñandole a abrir un champagne a amos jajajajajajajajajaja la puta madre que buen viejo	0	0	0
21891	ser ser callante estúpida perra	1	1	1
21517	ser ser tipejo callante de una puta vez y si estas tan descontento , no cobre nada de espada capullo	0	0	0
21074	pffffffft. ya wish, agüera	1	1	0
23210	he visto más gente agüera con los brazo peludo que gente feliz	0	0	0
24021	ser ser pero que dijes de hatear si no tener ni puta idea callante	0	0	0
20278	ser jajajajajaj son imbécil tremendo acoso a tu quita pobre ajajajjaa yo + de	0	0	0
24436	ser ammmmmmmm vos saber que no me gusto nadie callante perra	1	1	1
24947	 alto voltaje destacamos | buena noticia el alcalde de filadelfa decidir acabar con un acuerdo de colaboración entre la policía y vice que dama información sobre los indocumentados...	0	0	0
21401	esta encontrar del racimo pero una chingo de filtro para verme más blanca , y se pinta el cabello de agüera no maes copa	1	1	1
20295	ser señor presidente me robar los japonés de mi auto a las afuera de suburbano de lechería llegar entre 9 30 pum y habla combés y el indocumentado de labio prominente el cual ya he visto como ropa autopartes y las patrulla no hacer nada hoy me toca a mí	1	1	0
21838	"pero no tanto ni tan maleducados, como son ahora los inmigrante (""latinos"", rumano africano árabes chinos,...)"	1	0	1
21235	saber provocar eructo aposta sin necesidad de beber caracola ni nada con gas a seis una puta pesadilla	0	0	0
23133	ser ser segün los medio bien que te calle la puta boca	0	0	0
21644	ser ser si me gusto amor bien rica enseñado las teta rica que tener perra rica	1	1	0
21199	ser el empujón en plan callante la puta bocaza	0	0	0
21262	les árabes a	0	0	0
20027	ser ser diappoler navaja callante pepe niño polla si me ha llegado de notificación jajajajaja	0	0	0
22805	"mira imbécil y ocupar ⁦@sanchezcastejon⁩ menudo cachondeo los que acoger se tan de vacaciones a sus ""peligrosos"" países con las ayuda que les las no es una crisis humanitaria es una invasión de jeta delincuente y violadores."	1	0	1
24904	ser vergüenza mundial tan rata a y vos correa hijo de puta no te merecer la ciudadanía ecuatoriana igual a ese jorge las repudio total a la mañoseria y caratulada de tu gobierno	0	0	0
21383	ser jajajaja callante zorra	1	1	1
20457	tu chica es un poco guarra a a quien se suponer que es mi chica	1	1	1
21912	ser haya ay callante si aquí el que es la perra sexual de los profesa tres tú y 20 pero en la cola ojete	1	1	1
22234	comentario escatológico si no ha papal del culo debe abstener de acercar a la valla de mejilla al menos hasta que los lindo negrito visitante esto estreñido	1	0	0
21790	todavía pensar que una mujer es perra porque habla de sexo o ya dejar atrás ese estúpido pensamiento	0	0	0
